"props_pageProps_address_buildings_0_bathroomCondition","props_pageProps_address_buildings_0_buildingName","props_pageProps_address_buildings_0_externalWallMaterial","props_pageProps_address_buildings_0_heatingInstallation","props_pageProps_address_buildings_0_housingArea","props_pageProps_address_buildings_0_kitchenCondition","props_pageProps_address_buildings_0_numberOfFloors","props_pageProps_address_buildings_0_numberOfToilets","props_pageProps_address_buildings_0_roofingMaterial","props_pageProps_address_buildings_0_toiletCondition","props_pageProps_address_buildings_0_yearBuilt","props_pageProps_address_municipality_name","props_pageProps_address_coordinates_lat","props_pageProps_address_coordinates_lon","props_pageProps_address_events_0_at","props_pageProps_address_events_0_label","props_pageProps_dataLayer_virtualPagePath","props_pageProps_dataLayer_detailMetaData"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med to fyringsenheder","166.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","2013.0","Hørsholm","55.88439","12.515167","2023-10-03T10:55:11.295334Z","På markedet","/adresse/sanskevej-15b-2960-rungsted-kyst-02237228_15b_______?udbud=5a8c3a96-85c1-4146-9c33-f2f4b9968cde","pay:525000|sqmPr:54776|sqm:1180|floor:|rooms:5|fees:8698|built:2013"
"","","","","","","","","","","","Hørsholm","55.886917","12.525303","","","/adresse/bolbro-villavej-21-2960-rungsted-kyst-02230822__21_______","value:1657800|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","85.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900703","12.506948","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-4-1-12-2970-hoersholm-02235725___4__1__12","value:|sqm:85|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.878887","12.498002","","","/adresse/kammerraadensvej-4-10-2970-hoersholm-02234248___4_____10","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.885284","12.497872","","","/adresse/usseroed-kongevej-46a-2970-hoersholm-02239044_46a_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Fritliggende overdækning","Andet materiale","","","","","","Plastmaterialer","","1995.0","Hørsholm","55.882233","12.497659","","","/adresse/hoersholm-midtpunkt-2-0-85-2970-hoersholm-02233965___2_st__85","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.882816","12.498519","","","/adresse/usseroed-kongevej-16a-2970-hoersholm-02239044_16a_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Carport","Andet materiale","","","","","","Levende tage","","2000.0","Hørsholm","55.884323","12.527852","","","/adresse/frihedsvej-2-0-2960-rungsted-kyst-02232672___2_st____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.883484","12.528598","","","/adresse/rungsted-bytorv-1-2960-rungsted-kyst-02236940___1_______","value:5500000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.887848","12.497573","","","/adresse/kongevejs-centret-6-2970-hoersholm-02234950___6_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.891315","12.496444","2020-06-25T13:59:38.87Z","Af markedet","/adresse/usseroed-kongevej-102-2970-hoersholm-02239044_102_______","value:2569800|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Fibercement uden asbest","Fjernvarme/blokvarme","49.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2015.0","Hørsholm","55.89762","12.50624","2015-01-01T00:00:00Z","Byggeår","/adresse/aadalsparkvej-4l-2970-hoersholm-02239729__4l_______","value:|sqm:49|lastPrice:89000000|sqmPr:1816326|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Letbetonsten","Fjernvarme/blokvarme","71.0","Eget køkken med afløb","8.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1969.0","Hørsholm","55.901558","12.501202","1969-01-01T00:00:00Z","Byggeår","/adresse/hoejmose-vaenge-33-8-33-2970-hoersholm-02233871__33__8__33","value:|sqm:71|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","86.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900703","12.506948","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-4-1-21-2970-hoersholm-02235725___4__1__21","value:|sqm:86|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.887184","12.537719","","","/adresse/bolbrovej-15-2960-rungsted-kyst-02230890__15_______","value:990000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.891438","12.496727","2023-09-29T12:40:17.400294Z","På markedet","/adresse/ph-park-76-0-1-2970-hoersholm-02230002__76_st___1?udbud=4ee2cb59-2d78-4077-bffb-bdf8db579cba","pay:25000|sqmPr:49396|sqm:5101|floor:0|rooms:3|fees:2859|built:2024"
"","","","","","","","","","","","Hørsholm","55.911823","12.521977","","","/adresse/rungsted-strandvej-318a-2970-hoersholm-02236954318a_______","value:150300|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.880974","12.497367","","","/adresse/hovedgaden-55c-2970-hoersholm-02233597_55c_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","66.0","Eget køkken med afløb","2.0","1.0","Levende tage","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900978","12.507559","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-7-1-9-2970-hoersholm-02235725___7__1___9","value:|sqm:66|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.883484","12.479899","","","/adresse/rugvej-9-2970-hoersholm-02236930___9_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.884003","12.52808","","","/adresse/frihedsvej-6-5-tv-2960-rungsted-kyst-02232672___6__5__tv","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Carport","Træ","","","","","","Tagpap med stor hældning","","2005.0","Hørsholm","55.879753","12.510566","1999-06-29T00:00:00Z","Fri handel","/adresse/mellemvang-25-2970-hoersholm-02236132__25_______","value:5150000|sqm:|lastPrice:1250000|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Række- og kædehus","Andet materiale","Fjernvarme/blokvarme","82.0","Eget køkken med afløb","1.0","1.0","Andet materiale","Vandskyllende toilet i enheden","2017.0","Hørsholm","55.897514","12.506523","2017-01-01T00:00:00Z","Byggeår","/adresse/aadalsparkvej-4t-2970-hoersholm-02239729__4t_______","value:|sqm:82|lastPrice:89000000|sqmPr:1085365|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","89.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900703","12.506948","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-4-0-33-2970-hoersholm-02235725___4_st__33","value:|sqm:89|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.88191","12.497576","","","/adresse/hoersholm-midtpunkt-158-158-2970-hoersholm-02233965_158____158","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.884556","12.479097","","","/adresse/havrevej-9-2970-hoersholm-02233370___9_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.890934","12.499312","","","/adresse/ph-park-51-1-tv-2970-hoersholm-02230002__51__1__tv","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","181.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2015.0","Hørsholm","55.883812","12.51989","2023-06-14T13:24:18.333166Z","Af markedet","/adresse/parkvej-5-2960-rungsted-kyst-02236543___5_______","value:4450000|sqm:181|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.881428","12.481681","","","/adresse/hvedevej-43-2970-hoersholm-02233640__43_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","355.0","Eget køkken med afløb","2.0","5.0","Tegl","Vandskyllende toilet i enheden","1905.0","Hørsholm","55.885597","12.5382395","2019-11-12T00:00:00Z","Fri handel","/adresse/rungstedvej-127-2960-rungsted-kyst-02237023_127_______","value:18282000|sqm:355|lastPrice:17857506|sqmPr:50302|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","83.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900703","12.506948","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-4-1-24-2970-hoersholm-02235725___4__1__24","value:|sqm:83|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.885677","12.480543","","","/adresse/bygvej-24-2970-hoersholm-02231135__24_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.883778","12.4976","","","/adresse/usseroed-kongevej-31b-2970-hoersholm-02239044_31b_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","104.0","Eget køkken med afløb","3.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900944","12.509412","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-15-0-1-2970-hoersholm-02235725__15_st___1","value:|sqm:104|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Centralvarme med én fyringsenhed","117.0","Eget køkken med afløb","2.0","1.0","Andet materiale","Vandskyllende toilet i enheden","1899.0","Hørsholm","55.880585","12.510003","2016-12-15T00:00:00Z","Fri handel","/adresse/rungstedvej-38-2-2970-hoersholm-02237023__38__2____","value:1950000|sqm:117|lastPrice:2675000|sqmPr:22863|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Fibercement uden asbest","Fjernvarme/blokvarme","134.0","Eget køkken med afløb","3.0","3.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1969.0","Hørsholm","55.87974","12.498482","2018-04-11T00:00:00Z","Fri handel","/adresse/hovedgaden-16-3-tv-2970-hoersholm-02233597__16__3__tv","value:2050000|sqm:134|lastPrice:4850000|sqmPr:36194|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","107.0","Eget køkken med afløb","3.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900944","12.509412","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-15-0-3-2970-hoersholm-02235725__15_st___3","value:|sqm:107|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.89309","12.53818","1997-01-08T00:00:00Z","Fri handel","/adresse/rungsted-strandvej-190-2960-rungsted-kyst-02236954_190_______","value:480000|sqm:|lastPrice:85000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Hørsholm","55.88528","12.498001","2019-06-26T00:00:00Z","Familiehandel","/adresse/tjoernevej-1a-2970-hoersholm-02238873__1a_______","value:6550000|sqm:|lastPrice:5567500|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Bygning til kontor","Mursten","Centralvarme med én fyringsenhed","255.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1933.0","Hørsholm","55.88352","12.525058","2017-04-12T00:00:00Z","Øvrigt","/adresse/oestre-pennehavevej-1d--1-2960-rungsted-kyst-02239558__1d_kl____","value:1800000|sqm:255|lastPrice:3150000|sqmPr:undefined|rooms:"
"","Udhus","Træ","Ingen varmeinstallation","","","","","Andet materiale","","2010.0","Hørsholm","55.876526","12.502074","2022-05-12T00:00:00Z","Fri handel","/adresse/folehavevej-13-2970-hoersholm-02232329__13_______","value:42500000|sqm:|lastPrice:40000000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Hørsholm","55.901264","12.490051","2015-02-17T00:00:00Z","Fri handel","/adresse/hammervej-5-2970-hoersholm-02233220___5_______","value:4050000|sqm:|lastPrice:2000000|sqmPr:undefined|rooms:"
"","Udhus","Træ","","","","","","Metal","","1988.0","Hørsholm","55.902325","12.484672","2009-06-30T00:00:00Z","Øvrigt","/adresse/kokkedal-industripark-15-2980-kokkedal-02234880__15_______","value:27000000|sqm:|lastPrice:60400000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Hørsholm","55.90043","12.498622","","","/adresse/hoejmose-vaenge-2a-2970-hoersholm-02233871__2a_______","value:308800000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.881084","12.4979725","","","/adresse/hoersholm-midtpunkt-18-2970-hoersholm-02233965__18_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","107.0","Eget køkken med afløb","3.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2012.0","Hørsholm","55.900948","12.508992","2012-01-01T00:00:00Z","Byggeår","/adresse/louiselund-13-0-3-2970-hoersholm-02235725__13_st___3","value:|sqm:107|lastPrice:|sqmPr:|rooms:"
"","Bygning til kontor","Betonelementer","Centralvarme med én fyringsenhed","","","3.0","","Tagpap med stor hældning","","1988.0","Hørsholm","55.87645","12.484846","","","/adresse/slotsmarken-11-2970-hoersholm-02237735__11_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.9027","12.499263","","","/adresse/skovkanten-200-2970-hoersholm-02237588_200_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","130.0","Eget køkken med afløb","4.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2023.0","Hørsholm","55.884686","12.497539","2023-01-24T16:41:11.267834Z","Af markedet","/adresse/usseroed-kongevej-41-1-tv-2970-hoersholm-02239044__41__1__tv","value:|sqm:130|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Centralvarme med to fyringsenheder","160.0","Eget køkken med afløb","3.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2014.0","Hørsholm","55.884228","12.527084","2014-01-01T00:00:00Z","Byggeår","/adresse/rungstedvej-73b-0-4-2960-rungsted-kyst-02237023_73b_st___4","value:2250000|sqm:160|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.890774","12.498142","","","/adresse/ph-park-7-2970-hoersholm-02230002___7_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.89749","12.506393","","","/adresse/aadalsparkvej-4r-0-2970-hoersholm-02239729__4r_st____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Udhus","Træ","","","","","","Metal","","2007.0","Hørsholm","55.888294","12.4965925","","","/adresse/usseroed-kongevej-73a-2970-hoersholm-02239044_73a_______","value:30000000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.87744","12.4954195","","","/adresse/ved-moellen-10-2970-hoersholm-02239360__10_______","value:5000000|sqm:|lastPrice:|sqmPr:|rooms:"
"","Carport","Ingen","","","","","","Metal","","1969.0","Hørsholm","55.899635","12.503538","2010-04-15T00:00:00Z","Fri handel","/adresse/aadalsparkvej-65-2970-hoersholm-02239729__65_______","value:507000000|sqm:|lastPrice:615000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Hørsholm","55.882153","12.49695","","","/adresse/hoersholm-midtpunkt-204-204-2970-hoersholm-02233965_204____204","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Letbetonsten","Fjernvarme/blokvarme","71.0","Eget køkken med afløb","8.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1969.0","Hørsholm","55.901463","12.500485","1969-01-01T00:00:00Z","Byggeår","/adresse/hoejmose-vaenge-25-8-25-2970-hoersholm-02233871__25__8__25","value:|sqm:71|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Træ","Elvarme","135.0","Eget køkken med afløb","1.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1936.0","Hørsholm","55.86555","12.508527","2015-12-21T00:00:00Z","Fri handel","/adresse/arboretvej-4-2970-hoersholm-02230001___4_______","value:16100000|sqm:135|lastPrice:14000000|sqmPr:103703|rooms:"
"","","","","","","","","","","","Hørsholm","55.891014","12.497673","","","/adresse/ph-park-23-1-tv-2970-hoersholm-02230002__23__1__tv","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Hørsholm","55.882168","12.497481","","","/adresse/hoersholm-midtpunkt-170-170-2970-hoersholm-02233965_170____170","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","116.0","Eget køkken med afløb","1.0","1.0","Fibercement uden asbest","Vandskyllende toilet i enheden","1962.0","Hørsholm","55.892548","12.487469","1962-01-01T00:00:00Z","Byggeår","/adresse/agertoften-3-2970-hoersholm-02230034___3_______","value:2300000|sqm:116|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","191.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1961.0","Hørsholm","55.892773","12.487939","2020-10-08T16:50:38.49Z","Af markedet","/adresse/agertoften-4-2970-hoersholm-02230034___4_______","value:2800000|sqm:191|lastPrice:4250000|sqmPr:22251|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","132.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1962.0","Hørsholm","55.89265","12.487433","2018-07-06T07:07:28.107Z","Af markedet","/adresse/agertoften-5-2970-hoersholm-02230034___5_______","value:2450000|sqm:132|lastPrice:4250000|sqmPr:32196|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","146.0","Eget køkken med afløb","1.0","2.0","Fibercement uden asbest","Vandskyllende toilet i enheden","1960.0","Hørsholm","55.892845","12.488346","2014-04-25T07:08:57.803Z","Af markedet","/adresse/agertoften-6-2970-hoersholm-02230034___6_______","value:2350000|sqm:146|lastPrice:3915000|sqmPr:26815|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","116.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1962.0","Hørsholm","55.89275","12.4874","2004-05-10T00:00:00Z","Fri handel","/adresse/agertoften-7-2970-hoersholm-02230034___7_______","value:2350000|sqm:116|lastPrice:2100000|sqmPr:18103|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Varmepumpe","116.0","Eget køkken med afløb","1.0","1.0","Metal","Vandskyllende toilet i enheden","1963.0","Hørsholm","55.892826","12.487197","2007-06-27T00:00:00Z","Fri handel","/adresse/agertoften-9-2970-hoersholm-02230034___9_______","value:2300000|sqm:116|lastPrice:3295000|sqmPr:28405|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","132.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1963.0","Hørsholm","55.89293","12.4871645","2017-08-07T00:00:00Z","Fri handel","/adresse/agertoften-11-2970-hoersholm-02230034__11_______","value:2500000|sqm:132|lastPrice:3495000|sqmPr:26477|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","116.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1963.0","Hørsholm","55.893032","12.487127","1963-01-01T00:00:00Z","Byggeår","/adresse/agertoften-13-2970-hoersholm-02230034__13_______","value:2300000|sqm:116|lastPrice:|sqmPr:|rooms:"
