props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,201.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1954.0,Helsingør,56.007645,12.584463,2017-01-01T00:00:00Z,Ombygningsår,/adresse/strandvejen-202a-0-3070-snekkersten-02178250202a_st____,value:2000000|sqm:201|lastPrice:2000000|sqmPr:9950|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,70.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1974.0,Helsingør,56.032215,12.585221,1974-01-01T00:00:00Z,Byggeår,/adresse/gurrevej-92b-0-10-3000-helsingoer-02172600_92b_st__10,value:|sqm:70|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,38.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,1973.0,Helsingør,56.080715,12.46091,2010-02-22T00:00:00Z,Fri handel,/adresse/holmegaardsvej-50a-0-10-3100-hornbaek-02173307_50a_st__10,value:|sqm:38|lastPrice:353465|sqmPr:9301|rooms:
,,,,,,,,,,,Helsingør,56.03924,12.56463,,,/adresse/moselundsvej-33-3000-helsingoer-02170009__33_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03995,12.566716,,,/adresse/moselundsvej-3-2-9-3000-helsingoer-02170009___3__2___9,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Anden bygning til helårsbeboelse,Mursten,Centralvarme med én fyringsenhed,148.0,Eget køkken med afløb,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1967.0,Helsingør,55.994217,12.531242,,,/adresse/tinvej-2b-3060-espergaerde-02178858__2b_______,value:|sqm:148|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,55.992332,12.560375,,,/adresse/strandvejen-354a-0-3060-espergaerde-02178250354a_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Række- og kædehus,Fibercement herunder asbest,Fjernvarme/blokvarme,70.0,Eget køkken med afløb,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2011.0,Helsingør,56.03409,12.586929,2011-01-01T00:00:00Z,Byggeår,/adresse/vinkeldamsvej-13-3000-helsingoer-02179457__13_______,value:|sqm:70|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,Kolonihavehus,Træ,Elvarme,50.0,Ingen fast kogeinstallation,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,,Helsingør,55.988716,12.489277,1000-01-01T00:00:00Z,Byggeår,/adresse/o.f.-kvistgaard-45c-3490-kvistgaard-02176000_45c_______,value:|sqm:50|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,79.0,Eget køkken med afløb,3.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1885.0,Helsingør,56.038452,12.608406,2002-01-31T00:00:00Z,Fri handel,/adresse/lundegade-7b-2-3000-helsingoer-02175057__7b__2____,value:|sqm:79|lastPrice:2400000|sqmPr:30379|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,53.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1685.0,Helsingør,56.037315,12.611535,1994-02-21T00:00:00Z,Fri handel,/adresse/sct-anna-gade-39-0-th-3000-helsingoer-02177091__39_st__th,value:|sqm:53|lastPrice:1158750|sqmPr:21863|rooms:
,,,,,,,,,,,Helsingør,56.034344,12.606846,,,/adresse/rosenkildevej-1-3000-helsingoer-02176653___1_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,Kolonihavehus,Træ,Elvarme,50.0,Ingen fast kogeinstallation,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,,Helsingør,55.988995,12.4962225,1000-01-01T00:00:00Z,Byggeår,/adresse/o.f.-kvistgaard-8a-3490-kvistgaard-02176000__8a_______,value:|sqm:50|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.0339,12.611663,,,/adresse/hovedvagtsstraede-9b-1-3000-helsingoer-02173577__9b__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Træ,Fjernvarme/blokvarme,95.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2019.0,Helsingør,56.041832,12.607869,2019-01-01T00:00:00Z,Byggeår,/adresse/strandpromenaden-51-0-tv-3000-helsingoer-02178198__51_st__tv,value:|sqm:95|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,55.99599,12.547545,,,/adresse/erna-hagemanns-vej-2b-3060-espergaerde-02171389__2b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.028343,12.579629,,,/adresse/lathyrusvej-33-3000-helsingoer-02174820__33_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Carport,Ingen,Ingen varmeinstallation,,,,,Tegl,,1927.0,Helsingør,56.026817,12.601245,,,/adresse/ryesvej-35b-3000-helsingoer-02176756_35b_______,value:680000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03487,12.605366,2019-12-17T00:00:00Z,Fri handel,/adresse/rosenhoejvej-5-0-123-3000-helsingoer-02176640___5_st_123,value:30000|sqm:|lastPrice:35000|sqmPr:undefined|rooms:
Adgang til badeværelse,Anden bygning til helårsbeboelse,Mursten,Fjernvarme/blokvarme,31.0,Adgang til fælles køkken,2.0,,Tegl,Vandskyllende toilet uden for enheden,1906.0,Helsingør,56.029774,12.60387,,,/adresse/stubbedamsvej-10-1-4-3000-helsingoer-02178326__10__1___4,value:|sqm:31|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03374,12.612748,,,/adresse/strandgade-66-1-3000-helsingoer-02178172__66__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.026825,12.563994,,,/adresse/ole-roemers-vej-6b-0-3000-helsingoer-02176048__6b_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03905,12.587335,,,/adresse/gefionsvej-57-0-3000-helsingoer-02172239__57_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,84.0,Eget køkken med afløb,4.0,1.0,Andet materiale,Vandskyllende toilet i enheden,2023.0,Helsingør,55.997005,12.533968,2023-01-01T00:00:00Z,Byggeår,/adresse/triumphbuen-5-3-th-3060-espergaerde-02170014___5__3__th,value:|sqm:84|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.044323,12.599744,2023-06-12T12:35:18.414407Z,Af markedet,/adresse/nordre-strandvej-3f-2-3000-helsingoer-02175675__3f__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,55.992912,12.525761,,,/adresse/kobbervej-4-1-tv-3060-espergaerde-02170015___4__1__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Mursten,Ingen varmeinstallation,,,,,Fibercement herunder asbest,,1920.0,Helsingør,56.037807,12.594538,1999-01-01T00:00:00Z,Ombygningsår,/adresse/odinsvej-19-3000-helsingoer-02175971__19_______,value:2250000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.081062,12.4752035,,,/adresse/halfdan-rasmussens-vej-3-0-16-3100-hornbaek-02172838___3_st__16,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med lille hældning,,1979.0,Helsingør,56.043846,12.599826,2023-06-12T12:40:40.533378Z,Af markedet,/adresse/nordre-strandvej-3a-2-th-3000-helsingoer-02175675__3a__2__th,value:|sqm:|lastPrice:26600000|sqmPr:271428|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,80.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1998.0,Helsingør,55.998623,12.545714,2009-12-01T07:54:51.193Z,Af markedet,/adresse/fredensvej-81c-1-3060-espergaerde-02172033_81c__1____,value:1400000|sqm:80|lastPrice:1295000|sqmPr:16187|rooms:
Badeværelse i enheden,Række- og kædehus,Fibercement herunder asbest,Fjernvarme/blokvarme,56.0,Eget køkken med afløb,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2011.0,Helsingør,56.03392,12.585528,2011-01-01T00:00:00Z,Byggeår,/adresse/vinkeldamsvej-2-3000-helsingoer-02179457___2_______,value:|sqm:56|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.04603,12.49431,,,/adresse/esrumvej-367-18-3000-helsingoer-02171750_367_____18,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Træ,Fjernvarme/blokvarme,306.0,Eget køkken med afløb,1.0,3.0,Metal,Vandskyllende toilet i enheden,2015.0,Helsingør,56.08876,12.455553,2016-03-22T11:12:01.53Z,Af markedet,/adresse/soevaenget-5b-3100-hornbaek-02178635__5b_______,value:11400000|sqm:306|lastPrice:10500000|sqmPr:34313|rooms:
Badeværelse i enheden,Stuehus til landbrugsejendom,Mursten,Varmepumpe,93.0,Ingen fast kogeinstallation,1.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1902.0,Helsingør,56.039925,12.441507,2007-11-13T00:00:00Z,Familiehandel,/adresse/esrumvej-421b-3080-tikoeb-02171750421b_______,value:|sqm:93|lastPrice:3011946|sqmPr:32386|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Træ,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2019.0,Helsingør,56.041775,12.609092,2019-01-01T00:00:00Z,Byggeår,/adresse/strandpromenaden-27-2-th-3000-helsingoer-02178198__27__2__th,value:|sqm:88|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Plastmaterialer,,2019.0,Helsingør,56.02329,12.563747,,,/adresse/fabriksvej-20-3000-helsingoer-02171853__20_______,value:5450000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Varmepumpe,120.0,Eget køkken med afløb,2.0,2.0,Metal,Vandskyllende toilet i enheden,2019.0,Helsingør,55.996494,12.545433,2021-06-23T16:11:01.39Z,Af markedet,/adresse/noerremarken-72a-3060-espergaerde-02175907_72a_______,value:3200000|sqm:120|lastPrice:4920000|sqmPr:41000|rooms:
,,,,,,,,,,,Helsingør,56.023354,12.573301,2012-07-10T00:00:00Z,Fri handel,/adresse/klostermosevej-102-3000-helsingoer-02174285_102_______,value:922500|sqm:|lastPrice:4000000|sqmPr:undefined|rooms:
,,,,,,,,,,,Helsingør,56.032917,12.60936,,,/adresse/stengade-14b-1-3000-helsingoer-02177966_14b__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,70.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1974.0,Helsingør,56.032215,12.585221,1974-01-01T00:00:00Z,Byggeår,/adresse/gurrevej-92b-0-20-3000-helsingoer-02172600_92b_st__20,value:|sqm:70|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.0381,12.589429,,,/adresse/frejasvej-18b-3000-helsingoer-02172072_18b_______,value:804000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03477,12.612136,,,/adresse/bjergegade-1f-1-3000-helsingoer-02170604__1f__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,Anden bygning til helårsbeboelse,Træ,Centralvarme med én fyringsenhed,29.0,Adgang til fælles køkken,1.0,,Tagpap med lille hældning,Vandskyllende toilet uden for enheden,1963.0,Helsingør,56.017475,12.588907,,,/adresse/roennebaer-alle-38-2-3000-helsingoer-02176821__38______2,value:|sqm:29|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,Kolonihavehus,Træ,Elvarme,50.0,Ingen fast kogeinstallation,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,,Helsingør,55.9901,12.487464,1000-01-01T00:00:00Z,Byggeår,/adresse/o.f.-kvistgaard-24c-3490-kvistgaard-02176000_24c_______,value:|sqm:50|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Anden bygning til helårsbeboelse,Betonelementer,Elvarme,78.0,Eget køkken med afløb,1.0,1.0,Fibercement uden asbest,Vandskyllende toilet i enheden,2011.0,Helsingør,56.009754,12.444764,,,/adresse/danstrupvej-28-3080-tikoeb-02171261__28_______,value:|sqm:78|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03995,12.566716,,,/adresse/moselundsvej-3-2-18-3000-helsingoer-02170009___3__2__18,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.069088,12.557181,,,/adresse/hammermoellevej-3c-3150-hellebaek-02172870__3c_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.03371,12.610533,,,/adresse/stengade-33b-1-3000-helsingoer-02177966_33b__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,170.0,Eget køkken med afløb,1.0,2.0,Betontagsten,Vandskyllende toilet i enheden,2010.0,Helsingør,56.00188,12.536983,2010-01-01T00:00:00Z,Byggeår,/adresse/dortevej-21a-3060-espergaerde-02171295_21a_______,value:2950000|sqm:170|lastPrice:1150000|sqmPr:6764|rooms:
,,,,,,,,,,,Helsingør,55.98632,12.520505,,,/adresse/myremalmsvej-59-3060-espergaerde-02170017__59_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.092773,12.457233,,,/adresse/havnevej-24a-3100-hornbaek-02172985_24a_______,value:1550000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.02968,12.584007,,,/adresse/lavendelvej-13-3000-helsingoer-02174823__13_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,136.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1900.0,Helsingør,56.034977,12.610402,2006-01-01T00:00:00Z,Ombygningsår,/adresse/stjernegade-15b-1-3000-helsingoer-02178082_15b__1____,value:|sqm:136|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.036213,12.607205,,,/adresse/i-l-tvedes-vej-10-3000-helsingoer-02173861__10_______,value:3600000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Bindingsværk,Centralvarme med én fyringsenhed,61.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1777.0,Helsingør,56.032753,12.6091,1987-01-01T00:00:00Z,Ombygningsår,/adresse/stengade-10c-2-3000-helsingoer-02177966_10c__2____,value:|sqm:61|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Træ,Varmepumpe,152.0,Eget køkken med afløb,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2021.0,Helsingør,56.084126,12.4760275,2021-01-01T00:00:00Z,Byggeår,/adresse/toftemosevej-21-th-3100-hornbaek-02178931__21_____th,value:|sqm:152|lastPrice:2600000|sqmPr:17105|rooms:
,Udhus,Træ,,,,,,Tagpap med lille hældning,,2017.0,Helsingør,55.99007,12.545296,2014-04-16T00:00:00Z,Fri handel,/adresse/esperhave-1-3060-espergaerde-02171734___1_______,value:561700|sqm:|lastPrice:9000000|sqmPr:undefined|rooms:
,,,,,,,,,,,Helsingør,56.01917,12.448922,2002-05-29T00:00:00Z,Fri handel,/adresse/fredensborgvej-14e-3080-tikoeb-02172007_14e_______,value:950000|sqm:|lastPrice:270000|sqmPr:undefined|rooms:
,,,,,,,,,,,Helsingør,56.062984,12.567094,,,/adresse/nordre-strandvej-95a-306-3150-hellebaek-02175675_95a____306,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.035225,12.614114,,,/adresse/stengade-65-3000-helsingoer-02177966__65_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.035873,12.611379,,,/adresse/bjergegade-16a-0-3000-helsingoer-02170604_16a_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,55.99257,12.526241,,,/adresse/kobbervej-6a-3-3060-espergaerde-02170015__6a__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,61.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1936.0,Helsingør,56.034237,12.609311,1936-01-01T00:00:00Z,Byggeår,/adresse/sct-olai-gade-2b-3-tv-3000-helsingoer-02177129__2b__3__tv,value:|sqm:61|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.08975,12.456465,,,/adresse/sauntevej-2b-0-3100-hornbaek-02177039__2b_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.09113,12.459126,2015-06-01T00:00:00Z,Fri handel,/adresse/ole-piis-vej-1b-3100-hornbaek-02176036__1b_______,value:2400000|sqm:|lastPrice:1865000|sqmPr:undefined|rooms:
,,,,,,,,,,,Helsingør,56.019073,12.56803,,,/adresse/birkedalsvej-35v-1-31-3000-helsingoer-02170430_35v__1__31,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Træ,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2019.0,Helsingør,56.042015,12.608426,2019-01-01T00:00:00Z,Byggeår,/adresse/strandpromenaden-33-2-th-3000-helsingoer-02178198__33__2__th,value:|sqm:88|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Række- og kædehus,Mursten,Fjernvarme/blokvarme,122.0,Eget køkken med afløb,2.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2023.0,Helsingør,55.996796,12.532296,2023-01-01T00:00:00Z,Byggeår,/adresse/hoejbjergvej-22-3060-espergaerde-02173741__22_______,value:|sqm:122|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,111.0,Eget køkken med afløb,3.0,1.0,Andet materiale,Vandskyllende toilet i enheden,2019.0,Helsingør,56.0497,12.586245,2019-01-01T00:00:00Z,Byggeår,/adresse/hellebo-park-105-0-tv-3000-helsingoer-02173075_105_st__tv,value:|sqm:111|lastPrice:10044000|sqmPr:90486|rooms:
,,,,,,,,,,,Helsingør,55.986496,12.521292,,,/adresse/myremalmsvej-82-3060-espergaerde-02170017__82_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Helsingør,56.039307,12.619544,,,/adresse/kronborg-2a-1-3000-helsingoer-02174633__2a__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,2011.0,Helsingør,56.03393,12.6058655,2011-01-01T00:00:00Z,Byggeår,/adresse/murergade-9f-3-th-3000-helsingoer-02175508__9f__3__th,value:1700000|sqm:87|lastPrice:2050000|sqmPr:23563|rooms:
