props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
,Udhus,Træ,,,,,,Tagpap med stor hældning,,1954.0,Gentofte,55.748516,12.557039,,,/adresse/bernstorffsvej-159-1-2920-charlottenlund-01570054_159__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,66.0,Eget køkken med afløb,2.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1940.0,Gentofte,55.75796,12.535284,2005-01-01T00:00:00Z,Ombygningsår,/adresse/soendersoevej-41d-0-10-2820-gentofte-01570845_41d_st__10,value:|sqm:66|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.73158,12.572098,,,/adresse/hellerupvej-15e-1-2900-hellerup-01570332_15e__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,46.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,Gentofte,55.736423,12.558575,2005-12-19T00:00:00Z,Fri handel,/adresse/brodersens-alle-16-2-9-2900-hellerup-01570084__16__2___9,value:|sqm:46|lastPrice:1662222|sqmPr:36135|rooms:
,,,,,,,,,,,Gentofte,55.760727,12.583983,,,/adresse/broholms-alle-6e-2920-charlottenlund-01570089__6e_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2011.0,Gentofte,55.761887,12.59748,2014-03-31T00:00:00Z,Auktion,/adresse/strandvejen-262a-2920-charlottenlund-01570802262a_______,value:4750000|sqm:|lastPrice:3250000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,72.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,2014.0,Gentofte,55.762486,12.540757,2014-01-01T00:00:00Z,Byggeår,/adresse/jaegersborg-alle-150-2-221-2820-gentofte-01570423_150__2_221,value:|sqm:72|lastPrice:44000000|sqmPr:611111|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,1959.0,Gentofte,55.759445,12.576382,,,/adresse/henrik-hertz-vej-5-2920-charlottenlund-01570341___5_______,value:6911100|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.748222,12.584138,,,/adresse/jaegersborg-alle-1d-1-18-2920-charlottenlund-01570423__1d__1__18,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,2022.0,Gentofte,55.75401,12.50935,2022-01-01T00:00:00Z,Byggeår,/adresse/palle-simonsens-vej-23e-0-8-2820-gentofte-01570639_23e_st___8,value:|sqm:68|lastPrice:9678500|sqmPr:142330|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,151.0,Eget køkken med afløb,3.0,2.0,Tegl,Vandskyllende toilet i enheden,2017.0,Gentofte,55.761353,12.58559,2017-01-01T00:00:00Z,Byggeår,/adresse/ordrup-jagtvej-50-2-2920-charlottenlund-01570620__50__2____,value:3850000|sqm:151|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,Ingen varmeinstallation,,,,,Tagpap med stor hældning,,1935.0,Gentofte,55.74301,12.557589,1997-07-12T00:00:00Z,Fri handel,/adresse/bernstorffsvej-134-17-2900-hellerup-01570054_134_____17,value:|sqm:|lastPrice:9000000|sqmPr:450000|rooms:
,,,,,,,,,,,Gentofte,55.758152,12.518822,,,/adresse/oernegaardsvej-6-4-21-2820-gentofte-01570977___6__4__21,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.761868,12.585688,2007-11-07T00:00:00Z,Fri handel,/adresse/ordrup-jagtvej-48a-2920-charlottenlund-01570620_48a_______,value:26500000|sqm:|lastPrice:35000000|sqmPr:undefined|rooms:
,,,,,,,,,,,Gentofte,55.731598,12.565566,,,/adresse/rakelsvej-1-2900-hellerup-01570641___1_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Garage,Mursten,,,,,,Tagpap med stor hældning,,1946.0,Gentofte,55.76044,12.567317,2004-12-07T00:00:00Z,Fri handel,/adresse/mosehoejvej-46g-2920-charlottenlund-01570572_46g_______,value:100000|sqm:|lastPrice:4225000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,37.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2023.0,Gentofte,55.754875,12.527041,2023-01-01T00:00:00Z,Byggeår,/adresse/niels-steensens-vej-1a-1-4-2820-gentofte-01570590__1a__1___4,value:|sqm:37|lastPrice:8621000|sqmPr:233000|rooms:
,Udhus,Mursten,,,,,,Tagpap med stor hældning,,1946.0,Gentofte,55.74171,12.5807295,1993-10-14T00:00:00Z,Familiehandel,/adresse/edlevej-9-2900-hellerup-01570160___9_______,value:10700000|sqm:|lastPrice:765000|sqmPr:undefined|rooms:
,,,,,,,,,,,Gentofte,55.7503,12.580675,,,/adresse/jaegersborg-alle-1-2920-charlottenlund-01570423___1_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Række- og kædehus,Mursten,Centralvarme med én fyringsenhed,114.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,1931.0,Gentofte,55.740044,12.552469,2023-05-25T14:18:57.062088Z,Prisfald,/adresse/baunegaardsvej-65d-2900-hellerup-01570038_65d_______?udbud=bc1f7b1c-7863-40d1-a451-fed37cfa77fb,pay:420000|sqmPr:77030|sqm:100|floor:|rooms:4|fees:6181|built:1931
,,,,,,,,,,,Gentofte,55.74153,12.523788,,,/adresse/vangedevej-129a-2820-gentofte-01570904129a_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.742214,12.536605,2022-02-17T00:00:00Z,Øvrigt,/adresse/soegaardsvej-27-2820-gentofte-01570827__27_______,value:6450000|sqm:|lastPrice:3941000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,305.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1900.0,Gentofte,55.730648,12.57003,2020-11-24T00:00:00Z,Fri handel,/adresse/callisensvej-36-1-2900-hellerup-01570103__36__1____,value:6950000|sqm:305|lastPrice:12000000|sqmPr:39344|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,27.0,Ingen fast kogeinstallation,2.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1980.0,Gentofte,55.73001,12.558565,1980-01-01T00:00:00Z,Byggeår,/adresse/niels-andersens-vej-22-1-22-2900-hellerup-01570587__22__1__22,value:|sqm:27|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,164.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1942.0,Gentofte,55.728687,12.552671,2022-03-15T11:08:18.07Z,Af markedet,/adresse/lundely-15a-2900-hellerup-01570521_15a_______,value:7650000|sqm:164|lastPrice:9750000|sqmPr:59451|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,1909.0,Gentofte,55.77076,12.567224,,,/adresse/klampenborgvej-52-0-2930-klampenborg-01570460__52_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,2017.0,Gentofte,55.74069,12.533964,2017-03-31T00:00:00Z,Fri handel,/adresse/nellikevej-19-2820-gentofte-01570585__19_______,value:4550000|sqm:170|lastPrice:3550000|sqmPr:20882|rooms:
,,,,,,,,,,,Gentofte,55.726803,12.55902,,,/adresse/sankt-lukas-vej-6b-2900-hellerup-01570682__6b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2016.0,Gentofte,55.75841,12.595937,,,/adresse/strandvejen-263-2-18-2920-charlottenlund-01570802_263__2__18,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,202.0,Eget køkken med afløb,2.0,2.0,Tegl,Vandskyllende toilet i enheden,2011.0,Gentofte,55.740158,12.573285,2011-01-01T00:00:00Z,Byggeår,/adresse/vinrankevej-3-2900-hellerup-01570952___3_______,value:7800000|sqm:202|lastPrice:4000000|sqmPr:19801|rooms:
,,,,,,,,,,,Gentofte,55.731323,12.572027,,,/adresse/hellerupgaardvej-21-2900-hellerup-01570327__21_______,value:1200000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Letbetonsten,Centralvarme med én fyringsenhed,68.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,2011.0,Gentofte,55.740913,12.534292,2011-01-01T00:00:00Z,Byggeår,/adresse/lyngbyvej-339c-1-9-2820-gentofte-01570527339c__1___9,value:|sqm:68|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,218.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1878.0,Gentofte,55.750267,12.589755,1984-01-01T00:00:00Z,Ombygningsår,/adresse/strandvejen-154-1-2920-charlottenlund-01570802_154__1____,value:|sqm:218|lastPrice:|sqmPr:|rooms:
,Udhus,Andet materiale,,,,,,Tagpap med lille hældning,,1985.0,Gentofte,55.76293,12.583535,,,/adresse/ordrup-station-1-2920-charlottenlund-01579025___1_______,value:14600000|sqm:|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,31.0,Adgang til fælles køkken,3.0,,Tegl,Vandskyllende toilet uden for enheden,1904.0,Gentofte,55.73229,12.570989,2014-06-18T00:00:00Z,Fri handel,/adresse/hellerupvej-22-0-5-2900-hellerup-01570332__22_st___5,value:|sqm:31|lastPrice:85000000|sqmPr:2741935|rooms:
,,,,,,,,,,,Gentofte,55.758728,12.595356,,,/adresse/soebakken-37a-0-tv-2920-charlottenlund-01570817_37a_st__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,102.0,Eget køkken med afløb,2.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2022.0,Gentofte,55.75506,12.525121,2022-01-01T00:00:00Z,Byggeår,/adresse/niels-steensens-vej-1d-0-5-2820-gentofte-01570590__1d_st___5,value:|sqm:102|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,66.0,Eget køkken med afløb,3.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1975.0,Gentofte,55.758198,12.57114,1975-01-01T00:00:00Z,Byggeår,/adresse/ejgaardsvej-5-2-246-2920-charlottenlund-01570175___5__2_246,value:|sqm:66|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1926.0,Gentofte,55.76424,12.579907,1926-01-01T00:00:00Z,Byggeår,/adresse/holmegaardsvej-2a-2920-charlottenlund-01570361__2a_______,value:|sqm:90|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.748222,12.584138,,,/adresse/jaegersborg-alle-1d-0-12-2920-charlottenlund-01570423__1d_st__12,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Drivhus,Glas,,,,,,Glas,,1997.0,Gentofte,55.771015,12.592722,,,/adresse/emiliekildevej-2-2930-klampenborg-01570191___2_______,value:57000000|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Andet materiale,,,,,,Andet materiale,,1993.0,Gentofte,55.749763,12.5247,2002-03-13T00:00:00Z,Fri handel,/adresse/ved-bommen-7-2820-gentofte-01570912___7_______,value:4550000|sqm:|lastPrice:1850000|sqmPr:undefined|rooms:
,,,,,,,,,,,Gentofte,55.756504,12.5103245,,,/adresse/lagergaardsvej-23-0-2820-gentofte-01570498__23_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Carport,Træ,,,,,,Andet materiale,,1985.0,Gentofte,55.72994,12.578279,,,/adresse/marievej-8-2900-hellerup-01570550___8_______,value:9700000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,40.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,2011.0,Gentofte,55.751163,12.5113325,2011-01-01T00:00:00Z,Byggeår,/adresse/sognevej-39-2-b1-2820-gentofte-01570766__39__2__b1,value:|sqm:40|lastPrice:2200000|sqmPr:55000|rooms:
,,,,,,,,,,,Gentofte,55.749672,12.557909,,,/adresse/tonysvej-44a-0-8-2920-charlottenlund-01570875_44a_st___8,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Drivhus,Glas,,,,,,Glas,,2016.0,Gentofte,55.730618,12.5561695,,,/adresse/bernstorffsvej-54-0-th-2900-hellerup-01570054__54_st__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,2022.0,Gentofte,55.752502,12.510697,2022-01-01T00:00:00Z,Byggeår,/adresse/sognevej-40e-0-8-2820-gentofte-01570766_40e_st___8,value:|sqm:68|lastPrice:9678500|sqmPr:142330|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,66.0,Eget køkken med afløb,3.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Gentofte,55.754654,12.513671,2011-01-01T00:00:00Z,Ombygningsår,/adresse/sognevej-3-2-304-2820-gentofte-01570766___3__2_304,value:|sqm:66|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.748222,12.584138,,,/adresse/jaegersborg-alle-1d-0-2-2920-charlottenlund-01570423__1d_st___2,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.73878,12.532319,,,/adresse/tuborg-haveby-72-2820-gentofte-01579031__72_______,value:3000000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,189.0,Eget køkken med afløb,12.0,2.0,Tegl,Vandskyllende toilet i enheden,2022.0,Gentofte,55.726048,12.58846,2022-06-21T10:52:40.956788Z,Af markedet,/adresse/tuborg-havnepark-17-1-tv-2900-hellerup-01570899__17__1__tv,value:|sqm:189|lastPrice:18000000|sqmPr:95238|rooms:
,Carport,Træ,,,,,,Tagpap med stor hældning,,2005.0,Gentofte,55.760353,12.543062,,,/adresse/soendersoevej-5-2820-gentofte-01570845___5_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.731506,12.5721855,,,/adresse/hellerupvej-15d-2900-hellerup-01570332_15d_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Carport,Træ,,,,,,Tagpap med stor hældning,,2021.0,Gentofte,55.75231,12.568027,2022-03-06T00:00:00Z,Fri handel,/adresse/enighedsvej-15-2920-charlottenlund-01570202__15_______,value:8050000|sqm:|lastPrice:7695000|sqmPr:undefined|rooms:
,,,,,,,,,,,Gentofte,55.76035,12.572231,2009-03-31T10:38:38.76Z,Af markedet,/adresse/ordrupvej-109-2920-charlottenlund-01570622_109_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.751827,12.571331,,,/adresse/raadhusvej-13-2920-charlottenlund-01570677__13_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Garage,Mursten,,,,,,Tagpap med stor hældning,,1956.0,Gentofte,55.72748,12.556926,,,/adresse/bernstorffsvej-20c-1-2900-hellerup-01570054_20c__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.73195,12.576156,,,/adresse/strandparksvej-1-2900-hellerup-01570800___1_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,3.0,2.0,Tegl,Vandskyllende toilet i enheden,1936.0,Gentofte,55.767555,12.583722,2014-07-14T00:00:00Z,Fri handel,/adresse/ordrupvej-22-0-2920-charlottenlund-01570622__22_st____,value:3300000|sqm:170|lastPrice:1930000|sqmPr:11352|rooms:
,,,,,,,,,,,Gentofte,55.733776,12.581126,,,/adresse/sundvej-8-2900-hellerup-01570806___8_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.727703,12.578826,,,/adresse/hans-bekkevolds-alle-4--1-2900-hellerup-01570313___4_kl____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.730988,12.521148,,,/adresse/soeborg-hovedgade-32-2870-dyssegaard-01570821__32_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Garage,Træ,,,,,,Tagpap med stor hældning,,1959.0,Gentofte,55.743107,12.576999,2023-08-01T00:00:00Z,Fri handel,/adresse/wiehesvej-15-2900-hellerup-01570935__15_______,value:7800000|sqm:|lastPrice:2600000|sqmPr:undefined|rooms:
,,,,,,,,,,,Gentofte,55.73849,12.565927,,,/adresse/gersonsvej-65-2900-hellerup-01570280__65_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.73229,12.572252,,,/adresse/hellerupvej-18a-0-25-2900-hellerup-01570332_18a_st__25,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Centralvarme med én fyringsenhed,115.0,Eget køkken med afløb,2.0,1.0,Tegl,Vandskyllende toilet i enheden,2022.0,Gentofte,55.728817,12.523373,2022-01-01T00:00:00Z,Byggeår,/adresse/stjerneborg-alle-2a-1-2870-dyssegaard-01570787__2a__1____,value:|sqm:115|lastPrice:|sqmPr:|rooms:
,Carport,Mursten,,,,,,Tagpap med stor hældning,,1955.0,Gentofte,55.730335,12.578207,2006-01-09T00:00:00Z,Fri handel,/adresse/marievej-7-2900-hellerup-01570550___7_______,value:12000000|sqm:|lastPrice:1140000|sqmPr:undefined|rooms:
,Udhus,Træ,,,,,,Tagpap med lille hældning,,1997.0,Gentofte,55.746777,12.524154,,,/adresse/bakkevaenget-17-2820-gentofte-01570032__17_______,value:11800000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Gentofte,55.72845,12.577008,,,/adresse/tuborg-parkvej-3-2-th-2900-hellerup-01570893___3__2__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,71.0,Eget køkken med afløb,2.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,2013.0,Gentofte,55.765972,12.582477,2013-01-01T00:00:00Z,Byggeår,/adresse/ordrup-vaenge-5-0-c1-2920-charlottenlund-01570623___5_st__c1,value:|sqm:71|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,2022.0,Gentofte,55.7543,12.508867,2022-01-01T00:00:00Z,Byggeår,/adresse/palle-simonsens-vej-23b-0-17-2820-gentofte-01570639_23b_st__17,value:|sqm:68|lastPrice:9678500|sqmPr:142330|rooms:
